smiles,idnumber,reagent1,reagent2,reagent3,reagent4,reaction,MW,HAC,sLogP,HBA,HBD,RotBonds,FSP3,TPSA,QED,PAINS,BRENK,NIH,ZINC,LILLY,lead-like,350/3_lead-like,fragments,strict_fragments,PPI_modulators,natural_product-like,Type,InChiKey,pred
CCC1=NNC(CC)=C1CC(=O)N[C@H]1C[C@@](C)(O)C1,Z3670357625,12407960,3625328,,,22,265.357,19,1.107,3,3,5,0.714,78.010,0.746,,,,,,True,,,,AAAAADUDZUYLLM-DEZZCRIOSA-N,,,,-34.73534043357778
COC(=O)C1=CC=C(CSCC2=C(C3CCC3)OC=N2)O1,Z3513507782,22114216,10687039,,,7,307.371,21,3.755,6,0,6,0.467,65.470,0.757,,,,,,True,,,,AAAABAQTSJZDKT-UHFFFAOYSA-N,,,,-36.06855297528518
CC1=CC(CC(=O)N2CC[C@@H](S(N)(=O)=O)C2)=CC=C1F,Z6127089457,34385911,2241403,,,22,300.355,20,0.566,3,1,3,0.462,80.470,0.886,,,,,,True,True,,,AAAABDUHPQQUET-LLVKDONJSA-N,,,,-33.744950105367195
CC1=NC(Br)=C(C(=O)N2CCN3C(=O)OCC3(C)C2)S1,Z5718277364,24553032,28737041,,,22,360.233,20,1.881,5,0,1,0.583,62.740,0.767,,,,,,True,,,AAAABWGLOZSMMH-UHFFFAOYSA-N,,,,,-39.199270985825635
CC1CC(=O)NCCN1C(=O)NC1=CC(CC#N)=CC=N1,Z2788930889,3068039,2806951,,,2430,287.323,21,0.890,4,2,2,0.429,98.120,0.844,,,,,,True,True,,,,,AAAACLWWPXBBDL-UHFFFAOYSA-N,,-33.65588833566581
"C[P@@]1(=O)C[C@@H](O)[C@H](OC2=CC=CC(Br)=C2Cl)C1 |&1:1,4,6|",Z3814123583,8016065,26392920,,,63,339.553,17,3.217,3,1,2,0.455,46.530,0.842,,True,,,True,True,,True,M,"AAAACMLDESKFIG-QBAXLYOUSA-N,AAAACMLDESKFIG-UYDXONCASA-N",,,,-35.69632362828267
COC(=O)C(OC)C(=O)OCCC1=CN=CC=N1,Z3380231195,1837120,3479247,,,276436,254.242,18,-0.250,7,0,6,0.455,87.610,0.511,,True,,,,True,,,,,,SAAAACOLAYZDTAY-UHFFFAOYSA-N,,-34.25404375557732
CCOC1=CN=C(CN2CCCC23CCOC3=O)N=C1,Z4481574837,15159813,26617891,,,270004,277.324,20,1.157,6,0,4,0.643,64.550,0.769,,,,,,True,True,,,AAAADFCLSAYUIY-UHFFFAOYSA-N,,,,-33.82313100245267
CC1=CN=C(CCCC(=O)N2CCC(C(C)C#N)CC2)O1,Z5328084698,26775701,10786090,,,22,289.379,21,2.704,4,0,5,0.688,70.130,0.835,,,,,,True,True,,,AAAADFRQDGPVFN-UHFFFAOYSA-N,,,,-36.05453010352604
"C#CC1=CC(N(C(=O)C2=NO[C@@H](C)[C@@H]2C)C(C)C)=CC=C1 |&1:11,13|",Z4319359135,2213496,26564322,,,11,284.359,21,2.820,3,0,3,0.412,41.900,0.801,,True,,,True,True,True,True,,,,S,"AAAADRLVZIXEKU-CHWSQXEVSA-N,AAAADRLVZIXEKU-STQMWFEESA-N",-35.535031700104724
O=C(C=C1CC1)N1CCC(N2N=NC3=C2CCCC3)CC1,Z4098973553,2113614,3018895,,,22,286.379,21,2.041,4,0,2,0.688,51.020,0.782,,True,,,,True,True,,,,,AAAADVRRGCVWDF-UHFFFAOYSA-N,,-42.706626302661256
"O=C(N[C@H]1COC[C@H]1CO)[C@@H]1CC[C@H]2C[C@@H]1CO2 |&1:3,7,&2:10,13,15|",Z3208960741,25966515,24847237,,,22,255.314,18,-0.075,4,2,3,0.923,67.790,0.740,,,,,,True,,,,,True,M,"AAAADYJSEWWHRE-HHHUOAJASA-N,AAAADYJSEWWHRE-KNZXXDILSA-N,AAAADYJSEWWHRE-YBXAARCKSA-N,AAAADYJSEWWHRE-ZIQFBCGOSA-N",-37.87996663273166
CCC1=NC=CN1CC(C)NC(=O)N1CCO[C@H](CO)C1,Z3696098262,8067124,3661931,,,2708,296.371,21,0.237,5,2,5,0.714,79.620,0.815,,,,,,True,True,,,,,AAAAEEFOBSTZSJ-KIYNQFGBSA-N,,-34.26981670151858
CCC1=NC=CN1CC(C)NC(=O)N1CCO[C@@H](CO)C1,Z3696096766,8067124,3061015,,,2708,296.371,21,0.237,5,2,5,0.714,79.620,0.815,,,,,,True,True,,,,,AAAAEEFOBSTZSJ-PIJUOVFKSA-N,,-33.684633037926176
COC1=CC(CN2CCC(C)C2C(=O)O)=CC=C1C#N,Z3351668114,11447759,3665545,,,275532,274.320,20,1.862,4,1,4,0.467,73.560,0.907,,,,,,True,True,,,,AAAAEFPUHCAGRF-UHFFFAOYSA-N,,,-33.48501875578045
NC1=NC=NC=C1C(=O)N1CC[C@]12C[C@@H](CF)C2,Z4113999230,26564410,191038,,,22,250.277,18,1.023,4,1,2,0.583,72.110,0.850,,,,,,True,,,,AAAAEGRXDVUJGB-ITWVYHRLSA-N,,,,-35.506853831451835
CN1N=NN=C1C1=CCN(S(=O)C2=CC=CC=C2Cl)CC1,Z5486368138,26605882,25959351,,,40,323.809,21,1.675,5,0,3,0.308,63.910,0.862,,,,,,True,True,,,AAAAEOBQBROPEA-UHFFFAOYSA-N,,,,-34.535535513573635
"O=C(C[C@H]1CCCNC1)N1C[C@H]2CCCC[C@@]2(CO)C1 |&1:11,16|",Z3521691268,26304590,4203646,,,240690,280.412,20,1.387,3,2,3,0.938,52.570,0.821,,,,,,True,True,True,,,True,M,"AAAAEQUQAOLKRZ-FMKPAKJESA-N,AAAAEQUQAOLKRZ-IJEWVQPXSA-N",-34.79033661520125
"O=C(C[C@@H]1CCCNC1)N1C[C@H]2CCCC[C@@]2(CO)C1 |&1:11,16|",Z3521690538,26304590,4203647,,,240690,280.412,20,1.387,3,2,3,0.938,52.570,0.821,,,,,,True,True,True,,,True,M,"AAAAEQUQAOLKRZ-LZWOXQAQSA-N,AAAAEQUQAOLKRZ-OFQRWUPVSA-N",-34.88515063239073
"O=C(NCCC1=CC=NO1)[C@@H]1C[C@H]1C1=CC(Cl)=CC(Cl)=C1 |&1:10,12|",Z4771421626,22500988,3576453,,,22,325.195,21,3.444,3,1,5,0.333,55.130,0.916,,,,,,True,,"AAAAESFJBKDIHX-KGLIPLIRSA-N,AAAAESFJBKDIHX-UONOGXRCSA-N",,,,,,-34.7531583952508
CC1=NNC(C(=O)N[C@@H](CO)C2=CN=CC(Br)=C2)=C1Cl,Z5603616502,27186036,3102617,,,22,359.611,20,1.992,4,3,4,0.250,90.900,0.778,,,,,,True,,,,AAAAFDPWINPBOY-VIFPVBQESA-N,,,,-34.029447423422134
C[C@@H]1CN(C(=O)C2=CSC3=C(F)C=CC=C23)CS1,Z6104631403,27156639,20608427,,,22,281.377,18,3.575,3,0,1,0.308,20.310,0.796,,,,,,True,,,AAAAFMUZTUEBOY-MRVPVSSYSA-N,,,,,-34.74566580367268
C[C@H]1CN(C(=O)C2=CSC3=C(F)C=CC=C23)CS1,Z6104607730,27156638,20608427,,,22,281.377,18,3.575,3,0,1,0.308,20.310,0.796,,,,,,True,,,,AAAAFMUZTUEBOY-QMMMGPOBSA-N,,,,-35.27276893493807
O=C(O)C1=CC(C(=O)NCC2(CO)COC2)=CC(F)=C1,Z6295501641,2802614,3015404,,,188690,283.255,20,0.263,4,3,5,0.385,95.860,0.720,,,,,,True,True,,,,,AAAAFORVBAKFER-UHFFFAOYSA-N,,-34.484439303660196
NC1=C(Br)C=CC=C1CC(=O)OCCCN1CCCC1=O,Z1830609778,7123714,2020257,,,1458,355.232,21,2.130,4,1,6,0.467,72.630,0.482,,True,,,True,True,,,,,,AAAAFXCNYFYTEE-UHFFFAOYSA-N,,-33.21442297698293
CC(C)(C)[C@@H](O)C(=O)NCCSCC1=CC=CC=C1C#N,Z5436130953,32943,3478701,,,22,306.431,21,2.315,4,2,6,0.500,73.120,0.791,,True,,,,True,True,,,,AAAAGFCMOUMXBB-AWEZNQCLSA-N,,,-33.38446023977768
CC(C)(C)[C@H](O)C(=O)NCCSCC1=CC=CC=C1C#N,Z5467243676,32943,2789853,,,22,306.431,21,2.315,4,2,6,0.500,73.120,0.791,,True,,,,True,True,,,,AAAAGFCMOUMXBB-CQSZACIVSA-N,,,-33.15725083368922
"CC1=CON=C1CC(=O)N[C@@H]1C[C@@]2(C(=O)O)C[C@@H]12 |&1:10,12,17|",Z6096959242,26299944,17434944,,,269946,250.254,18,0.505,4,2,4,0.583,92.430,0.812,,,,,,True,,,,,,M,"AAAAGJVSDSWAHC-VFWDIBGWSA-N,AAAAGJVSDSWAHC-VMAXQDLPSA-N",-33.16647753777698
CCOC1CN(C(=O)CC2=CSC=C2F)CCC1=O,Z4478098026,26668661,22614413,,,22,285.340,19,1.636,4,0,4,0.538,46.610,0.845,,,,,,True,True,,,,AAAAHPSMWSJDIE-UHFFFAOYSA-N,,,-35.02123227576738
O=C(NC1=CC2=CC=CC=C2N=N1)N1CC(O)(C(F)F)C1,Z2869555196,2993070,22130058,,,2430,294.261,21,1.473,4,2,2,0.308,78.350,0.879,,,,,,True,True,,,AAAAHPWGKZVEES-UHFFFAOYSA-N,,,,-33.88994643937218
CCCC1=NOC(C2=CC=C3SC=NC3=C2)=N1,Z2992213915,149560,2798230,,,265764,245.307,17,3.299,5,0,3,0.250,51.810,0.710,,,,,,True,,,,,,SAAAAHTORMVPJAX-UHFFFAOYSA-N,,-35.96585793747055
O=C(C1=CC(Cl)=C(F)C=C1O)N1CCC12COC2,Z3552532507,22128945,3732538,,,22,271.675,18,1.800,3,1,1,0.417,49.770,0.847,,,,,True,True,True,True,,,AAAAHTYXFJBYLS-UHFFFAOYSA-N,,,-40.171577957377245
"O=C(O)[C@H]1[C@H]2C[C@@H](O)[C@@H]1N(C(=O)CC1CC3(CC3)CO1)C2 |&1:3,4,6,8|",Z4248765959,26536061,24367619,,,188690,295.335,21,0.238,4,2,3,0.867,87.070,0.779,,,,,True,True,,,,True,M,"AAAAHUWEFLVYQO-CINWRCNPSA-N,AAAAHUWEFLVYQO-DNNDGHGISA-N",,-37.231142446565926
"CO[C@@H]1CCC[C@H]1N1CCN2C(C(C)C)=NN=C2C1C |&1:2,6|",Z4268407787,5026563,26047172,,,2230,278.400,20,2.346,5,0,3,0.867,43.180,0.851,,,,,,True,True,,"AAAAIMPKBAURKV-SPOOISQMSA-N,AAAAIMPKBAURKV-VFRRUGBOSA-N",,,,,-36.62534405193987
CCC1=C(C(=O)NNC2=CC=C(OC)C=N2)N=NN1CC,Z1768357148,3120874,3566697,,,22,290.327,21,1.021,7,2,6,0.385,93.960,0.771,,True,,,True,True,True,,,,,AAAAIMVPRMXIPH-UHFFFAOYSA-N,,-35.89897434623231
C=C(F)COC(=O)C(C)(C)C1=CC=C2OCCOC2=C1,Z3358122784,2049699,3697332,,,1458,280.295,20,2.762,4,0,4,0.400,44.760,0.796,,,,,,True,True,,,,,AAAAIZLOVWULJZ-UHFFFAOYSA-N,,-37.025271994473
CCN1N=C(C)C(C(=O)NCC2=NOC=C2C(C)(C)C)=N1,Z4600978649,26628763,3732842,,,22,291.355,21,1.822,6,1,4,0.571,85.840,0.928,,,,,,True,True,,,AAAAJCGYDDQWAV-UHFFFAOYSA-N,,,,-37.07774878791725
CC1=CN(CC(=O)NC2=CN=C(CO)N=C2C)N=C1,Z6061896846,26371808,2016414,,,22,261.285,19,0.421,6,2,4,0.333,92.930,0.832,,,,,,True,,,,,AAAAJJYGHNHNDO-UHFFFAOYSA-N,,,-33.629308362830194
CC1(C2CN(C(=O)C=C3CCOCC3)CCO2)N=N1,Z3589198292,25978559,2795812,,,22,265.313,19,1.133,5,0,2,0.769,63.490,0.703,,True,True,,True,True,,,,,AAAAJMMLDUEDLA-UHFFFAOYSA-N,,,-39.56335129218394
COC[C@@H]1[C@H]2CN(C(=O)C3=C(Cl)C=CO3)C[C@H]21,Z2174570329,17638229,3480022,,,527,255.701,17,1.897,3,0,3,0.583,42.680,0.829,,,,,,True,,True,,AAAAKFLAMVVCSG-BRPSZJMVSA-N,,,,-40.24862862829382
O=C1NCCN2C[C@H](OC(=O)C3(CC(F)(F)F)CC3)C[C@@H]12,Z4432294479,17555327,9325498,,,276436,306.284,21,0.835,4,1,3,0.846,58.640,0.785,,,,,,True,True,,True,M,AAAAKJWYPPESHZ-BDAKNGLRSA-N,,,-35.370277082003604
"C[C@H](CC1=CSC=C1)OC(=O)[C@]12CCC[C@H]1CC(=O)C2 |&1:11,15|",Z3875281530,14283552,26024534,,,276436,292.400,20,3.372,4,0,4,0.625,43.370,0.799,,,,,,True,,,,,True,M,"AAAAKKDTBZSPCH-AXAPSJFSSA-N,AAAAKKDTBZSPCH-FFSVYQOJSA-N",-38.93089105678917
"CC(CC1=CSC=C1)OC(=O)[C@]12CCC[C@H]1CC(=O)C2 |&1:11,15|",Z3381930327,5053687,26024534,,,276436,292.400,20,3.372,4,0,4,0.625,43.370,0.799,,,,,,True,,,True,M,"AAAAKKDTBZSPCH-DKGPUHFJSA-N,AAAAKKDTBZSPCH-ZUZSALNQSA-N",,,-37.358714606046654
"C[C@@H](CC1=CSC=C1)OC(=O)[C@]12CCC[C@H]1CC(=O)C2 |&1:11,15|",Z3874454207,14283567,26024534,,,276436,292.400,20,3.372,4,0,4,0.625,43.370,0.799,,,,,,True,,,,,True,M,"AAAAKKDTBZSPCH-NORZTCDRSA-N,AAAAKKDTBZSPCH-RBOXIYTFSA-N",-39.05575466020483
"CCOC1=CC=CN=C1C(=O)N1CC[C@@H](O)C[C@H]1CO |&1:14,17|",Z4638407816,26719503,3736233,,,527,280.324,20,0.438,5,2,4,0.571,82.890,0.836,,,,,,True,True,,"AAAAKKHKUJYMFF-MNOVXSKESA-N,AAAAKKHKUJYMFF-WDEREUQCSA-N",,,,,-38.01795775554156
CC(C)N(C(=O)[C@H]1C[C@](C)(F)C1)[C@@H]1CCN(C)C1,Z5602356276,27050482,17433565,,,22,256.365,18,2.066,2,0,3,0.929,23.550,0.771,,,,,,True,,True,,,,M,AAAAKOTUEYIJIV-YRGRVCCFSA-N,-34.43940458025033
COC(=O)C1=NC(N2CCC3=C(C=C(Cl)S3)C2)=NC=C1Cl,Z3558929666,22828045,7925676,,,27,344.223,21,3.194,6,0,2,0.308,55.320,0.783,,,,,,True,,,,AAAAKPFPOHJEAJ-UHFFFAOYSA-N,,,,-33.10880196048263
"COC1=CC=CC=C1[C@@H]1C[C@H]1C(=O)N1CCC(C(C)=O)C1 |&1:8,10|",Z3055832117,3625731,22130729,,,22,287.359,21,2.236,3,0,4,0.529,46.610,0.853,,,,,,True,True,,,,,S,"AAAAKXMBJVSCBO-JQXSQYPDSA-N,AAAAKXMBJVSCBO-UCWKZMIHSA-N",-35.076194023944154
"CN1N=CC(C2=CC=CC=C2)=C1C(=O)N1CC[C@@H]2CC[C@@H]21 |&1:17,20|",Z5705316193,23030498,11395402,,,22,281.359,21,2.712,3,0,2,0.412,38.130,0.849,,,,,,True,True,True,,,,M,"AAAAKYDBHXANPE-UKRRQHHQSA-N,AAAAKYDBHXANPE-ZFWWWQNUSA-N",-37.7831498945647
"C=CCC(C)(C)C1=NOC([C@@H]2C[C@H](N)C23CCC3)=N1 |&1:10,12|",Z4906895855,9529993,26629462,,,271362,261.369,19,2.908,4,1,4,0.733,64.940,0.846,,True,,,,True,,True,M,"AAAALIDGNQRUHX-GHMZBOCLSA-N,AAAALIDGNQRUHX-QWRGUYRKSA-N",,,,-33.23027088577892
O=C(NNC1=CC=C(N2C=CC=N2)N=N1)C1CC1(F)Br,Z5859502775,1000239,3770403,,,22,341.144,20,1.186,6,2,4,0.273,84.730,0.645,,True,,,True,True,True,,,,,AAAALJDSRGPXLA-UHFFFAOYSA-N,,-33.24892650885254
"CC1=CC(CCC(=O)N[C@@H]2COC[C@@H]2N2C=CN=N2)=NO1 |&1:9,13|",Z3059498063,22807013,3541289,,,22,291.311,21,0.263,7,1,5,0.538,95.070,0.849,,,,,,True,True,,,,,M,"AAAALNAKIHDJIX-NEPJUHHUSA-N,AAAALNAKIHDJIX-NWDGAFQWSA-N",-40.23812496512191
COCC1COCCN1C(=O)C(N)CC1=NC=CC=N1,Z6186567176,3101883,5896980,,,240690,280.328,20,-0.780,6,1,5,0.615,90.570,0.761,,,,,,True,True,,,,,AAAALPWIDFOWIK-UHFFFAOYSA-N,,-33.258734175064475
CCN1N=NC(CS(=O)CC2=CC(C)=CC(C)=N2)=N1,Z4525079282,3705815,3526831,,,1498,279.369,19,1.154,6,0,5,0.500,73.560,0.821,,,,,,True,True,,,,,AAAALSSEVNXADR-UHFFFAOYSA-N,,-33.54290754920628
C#CC1=CN=CC=C1NC(=O)N1C[C@@H]2C[C@H]1CS2(=O)=O,Z5107382297,3341140,22130407,,,2430,291.332,20,0.466,4,1,1,0.385,79.370,0.763,,True,,,,True,True,,,AAAALXLAYCYNDO-QWRGUYRKSA-N,,,,-35.607445532746326
C[C@H](NC(=O)N1CC[C@@H](C(F)F)C1)C1=COC=C1,Z4456009020,3607745,22357569,,,2708,258.268,18,2.637,2,1,3,0.583,45.480,0.905,,,,,,True,,True,,AAAALZCBVKMWDJ-DTWKUNHWSA-N,,,,-38.86043277727947
C[C@@H](NC(=O)N1CC[C@@H](C(F)F)C1)C1=COC=C1,Z4456009027,3602594,22357569,,,2708,258.268,18,2.637,2,1,3,0.583,45.480,0.905,,,,,,True,,True,,AAAALZCBVKMWDJ-RKDXNWHRSA-N,,,,-38.963998066441775
CC(NC(=O)N1CC[C@@H](C(F)F)C1)C1=COC=C1,Z4456021997,3611246,22357569,,,2708,258.268,18,2.637,2,1,3,0.583,45.480,0.905,,,,,,True,,True,,,AAAALZCBVKMWDJ-YGPZHTELSA-N,,,-34.22774970447525
CS(=O)(=O)[C@H]1C[C@@H](C(=O)NCC2=CC=C(F)C(Br)=C2)C1,Z5499177119,224114,26608177,,,22,364.236,20,2.028,3,1,4,0.462,63.240,0.889,,,,,,True,,,AAAAMMHYMIYMCU-AOOOYVTPSA-N,,,,,-33.54523572372078
"COC(=O)C1=C(CN2CC[C@@H](O)[C@H]2C(C)C)C=CS1 |&1:10,12|",Z4119888677,22129091,2781653,,,2230,283.393,19,2.126,5,1,4,0.643,49.770,0.860,,,,,,True,True,,"AAAANBWNJNCBKS-RYUDHWBXSA-N,AAAANBWNJNCBKS-VXGBXAGGSA-N",,,,,-35.56552520655528
"CCOC1=CC=CC=C1C(=O)N1CC[C@@H](C)C[C@H]1CO |&1:14,17|",Z6050139340,24221673,1685,,,22,277.364,20,2.318,3,1,4,0.562,49.770,0.919,,,,,,True,True,,"AAAANKNZORZYGM-OLZOCXBDSA-N,AAAANKNZORZYGM-QWHCGFSZSA-N",,,,,-34.54431711364363
CC(C(=O)N1CC[C@H](C)C1)C1=NC=CS1,Z5390733689,2798357,26358639,,,22,224.329,15,2.115,3,0,2,0.636,33.200,0.771,,,,,,True,,True,,,AAAAOBUNSQPSNJ-IENPIDJESA-N,,,-35.44833304406271
CC1CCN(C(=O)C(C)C2=NC=CS2)C1,Z4288077263,2798355,26358639,,,22,224.329,15,2.115,3,0,2,0.636,33.200,0.771,,,,,,True,,True,,,,AAAAOBUNSQPSNJ-UHFFFAOYSA-N,,-33.44919222560747
CC(C(=O)N1CC[C@@H](C)C1)C1=NC=CS1,Z4294173044,2798356,26358639,,,22,224.329,15,2.115,3,0,2,0.636,33.200,0.771,,,,,,True,,True,,,AAAAOBUNSQPSNJ-VEDVMXKPSA-N,,,-36.251619971542524
CCS(=O)(=O)CCN1C(=O)NC2=CC=CC(OC)=C2C1=O,Z5464138630,2204506,3608595,,,270192,312.347,21,0.133,6,1,5,0.385,98.230,0.846,,,,,,True,True,,,,AAAAOJKMZDBMJC-UHFFFAOYSA-N,,,-40.05124143734916
CC(=O)C1=C(C)OC(C(=O)N2CCC2)=C1,Z5467289951,222722,3744161,,,22,207.229,15,1.637,3,0,2,0.455,50.520,0.692,,,,,,True,,True,True,,,SAAAAOLXTWNPKCX-UHFFFAOYSA-N,,-39.43956609466866
CC1=NC=CC=C1CC(=O)N1CC(C2=CC=CC(Br)=C2)C1,Z5557202119,9324981,18762241,,,22,345.240,21,3.321,2,0,3,0.294,33.200,0.855,,,,,,True,,,,AAAAOMNWDZFWNZ-UHFFFAOYSA-N,,,,-35.619712211375735
CC1=CSC2=C1C(N1CCN(S(C)(=O)=O)[C@@H](C)C1)=NC=N2,Z2347368229,11923411,193742,,,27,326.447,21,1.470,6,0,2,0.538,66.400,0.836,,,,,,True,True,,AAAAOQVVUPOFAN-JTQLQIEISA-N,,,,,-33.621487991503535
CC1=CSC2=C1C(N1CCN(S(C)(=O)=O)[C@H](C)C1)=NC=N2,Z2615142164,11607332,193742,,,27,326.447,21,1.470,6,0,2,0.538,66.400,0.836,,,,,,True,True,,,AAAAOQVVUPOFAN-SNVBAGLBSA-N,,,,-33.593786938739626
CC1=NC=C2CC(C(=O)NC3=CC=C(O)N=C3)CCN21,Z2184869181,2035713,19199777,,,527,272.308,20,1.493,5,2,2,0.357,80.040,0.868,,,,,,True,True,,,,AAAAOXHOMWHMND-UHFFFAOYSA-N,,,-37.596117930593394
O=C(NCC1=NOC(CC2=CC=CO2)=N1)C1=CC=CC=C1,Z1437316672,47840,2791197,,,265764,283.287,21,2.183,5,1,5,0.133,81.160,0.776,,,,,,True,,,,,,AAAAPMDIFAWHQT-UHFFFAOYSA-N,,-35.19222350364115
"O=C1CCC[C@H]2[C@H](CCCN2C(=O)C2=NOC(I)=C2)N1 |&1:5,6|",Z5262959300,27033649,22128215,,,22,389.193,20,1.552,4,1,1,0.615,75.440,0.740,,True,,,,True,,"AAAAPTNYLIIUKE-PSASIEDQSA-N,AAAAPTNYLIIUKE-WPRPVWTQSA-N",,,,,,-33.701473825848424
C[C@@H]1CNCCCN1C(=O)C1=CC=C(N2C=CN=C2)C=N1,Z6386444876,8084387,3743761,,,240690,285.351,21,1.091,5,1,2,0.400,63.050,0.897,,,,,,True,True,,,,AAAAQFLHWOLYKK-GFCCVEGCSA-N,,,-34.201238285919636
CN(CCC1=CC=CN=C1)C(=O)CC1(C2=NOC=C2)CC1,Z5458950106,199671,10933621,,,22,285.347,21,2.192,4,0,6,0.438,59.230,0.816,,,,,,True,True,,,,AAAAQNFZEHTRDS-UHFFFAOYSA-N,,,-36.616242717319174
CC1=NN=CC=C1NC(=O)C1(C2=CC=C(Br)C=C2)CCC1,Z1667021299,12409868,46466,,,11,346.228,21,3.608,3,1,3,0.312,54.880,0.924,,,,,,True,,,,AAAAQVGJIFIQPY-UHFFFAOYSA-N,,,,-33.823509085375285
COC1=CC=C(Br)C(N)=C1C(=O)NC[C@H]1COC(=O)O1,Z6341371559,26537219,4904256,,,22,345.149,20,1.305,6,2,4,0.333,99.880,0.630,,True,,,,True,True,,,AAAARCRMSASLAF-LURJTMIESA-N,,,,-33.66891096866666
COC1=CC=C(Br)C(N)=C1C(=O)NC[C@@H]1COC(=O)O1,Z6342922844,26559126,4904256,,,22,345.149,20,1.305,6,2,4,0.333,99.880,0.630,,True,,,,True,True,,,AAAARCRMSASLAF-ZCFIWIBFSA-N,,,,-33.76213145743198
"COC1=C(NC(=O)[C@@]23C[C@@H](F)[C@@H]2C3)C=C(Cl)C=C1C(N)=O |&1:7,9,11|",Z3548679887,17657068,26273148,,,22,312.728,21,2.134,3,2,4,0.429,81.420,0.893,,,,,,True,True,,,,,M,"AAAARGGMBJBVBX-QIBSRJKCSA-N,AAAARGGMBJBVBX-TVLCNXBWSA-N",-36.136814354922635
"NCC1CC(=CC(=O)N2C[C@@H]3CNCC[C@@H]32)C1 |&1:10,15|",Z6081039641,22236575,25960851,,,240690,235.331,17,0.102,3,2,2,0.769,58.360,0.668,,True,,,,True,,True,,,True,M,"AAAARMPHTIPXPW-PQDIPPBSSA-N,AAAARMPHTIPXPW-RAMGSTBQSA-N",-35.03664391762077
CN(CCOC1CC1)C(=O)C1=CC(C#N)=CC=C1Br,Z5450614902,17644555,9064234,,,22,323.190,19,2.572,3,0,5,0.429,53.330,0.837,,,,,,True,True,,,,AAAARPNDLGJBQB-UHFFFAOYSA-N,,,-33.06878447873526
O=S(=O)(CC1=CSC=N1)N1CCOC(C2=CC=CO2)C1,Z3616844207,8531455,3111039,,,40,314.388,20,1.639,6,0,4,0.417,72.640,0.858,,,,,,True,True,,,,,AAAARTHAAXQMLX-UHFFFAOYSA-N,,-33.52815780991378
CON1CCN(C(=O)C2CC3=NC=CN=C3C2)CC1,Z4123804533,3454608,10934284,,,22,262.313,19,-0.103,5,0,2,0.615,58.560,0.745,,,,,,True,,,,,AAAASEBFDSAIFU-UHFFFAOYSA-N,,,-35.78374649004688
