smiles,idnumber,reagent1,reagent2,reagent3,reagent4,reaction,MW,HAC,sLogP,HBA,HBD,RotBonds,FSP3,TPSA,QED,PAINS,BRENK,NIH,ZINC,LILLY,lead-like,350/3_lead-like,fragments,strict_fragments,PPI_modulators,natural_product-like,Type,InChiKey,pred
"CCN1N=CC(S(=O)(=O)N2C[C@@H]3CN(C)C[C@]3(C)C2)=C1C |&1:11,16|",Z5229477519,24542146,7103163,,,40,312.439,21,0.784,5,0,3,0.786,58.440,0.828,,,,,,True,True,,,,,M,"AAAASJPGEYUPCZ-GXTWGEPZSA-N,AAAASJPGEYUPCZ-OCCSQVGLSA-N",-33.05695781093874
"O=C(N1CC(O)(C2=CC=NC=C2Br)C1)[C@@]12CCC[C@@H]1C2 |&1:14,18|",Z6128512778,34406020,24537522,,,22,337.217,20,2.064,3,1,2,0.600,53.430,0.899,,,,,,True,True,,,,True,M,"AAAATLYSTHGITO-HZMBPMFUSA-N,AAAATLYSTHGITO-QMTHXVAHSA-N",-38.83817536511088
CCOC1CN(C(=O)CCC2=NN=C(C)N2C)C1,Z3355935143,3099423,26044680,,,22,252.318,18,0.303,5,0,5,0.750,60.250,0.756,,,,,,True,,,,,,AAAATNLAUDZUHV-UHFFFAOYSA-N,,-35.80466772817668
COCC1(NC(=O)C2=CC=C(O)C(N=[N+]=[N-])=C2)CCCC1,Z3632355560,3048346,11296659,,,22,290.323,21,3.023,4,2,5,0.500,107.320,0.494,True,True,True,True,True,True,,,,AAAATZWTXHEINW-UHFFFAOYSA-N,,,,-34.54693776098134
COC1=NC=C(C2=CC=NC(N3CCCC3)=C2)N=C1OC,Z5189087159,9150882,6781437,,,271570,286.335,21,2.156,6,0,4,0.400,60.370,0.858,,,,,,True,True,,,,,AAAAUCYXZBQINO-UHFFFAOYSA-N,,-35.86300556316995
COC1=NC(C)=C(Br)C=C1C1=NOC(C2CCC2)=N1,Z1891666693,15159180,1548,,,270196,324.178,19,3.479,5,0,3,0.462,61.040,0.865,,,,,,True,,,,,AAAAURJILGSMHM-UHFFFAOYSA-N,,,-34.95710598989579
CCN(CC1=CC=C(Cl)S1)C(=O)[C@]1(CC)CC[C@H](O)CC1,Z4348184860,30985,26609362,,,22,329.893,21,4.081,3,1,5,0.688,40.540,0.884,,,,,,True,,,,AAAAUUYZCCHPBH-DRQUAOQDSA-N,,,,-33.26649838171577
COCCCON=CC1=CN=C(C2=CC=CS2)N=C1,Z4506360133,3656480,2802676,,,4,277.349,19,2.592,6,0,7,0.308,56.600,0.443,,True,,,,True,True,,,,,SAAAAVCUUXQLEMK-UHFFFAOYSA-N,,-40.52556357244866
"CN1C(=O)O[C@H]2CN(C(=O)C(=O)N3CCC(N)C3)C[C@H]21 |&1:5,19|",Z4001521682,2051473,26533513,,,273498,282.300,20,-1.793,5,1,0,0.750,96.180,0.529,,True,True,,,True,True,,,,,M,"AAAAVDVINCGREW-ASODMVGOSA-N,AAAAVDVINCGREW-SXNZSPLWSA-N",-45.99530611792767
"CN1C(=O)O[C@H]2CN(C(=O)C(=O)N3CC[C@@H](N)C3)C[C@H]21 |&1:5,19|",Z4001521387,69487,26533513,,,273498,282.300,20,-1.793,5,1,0,0.750,96.180,0.529,,True,True,,,True,True,,,,,M,"AAAAVDVINCGREW-HLTSFMKQSA-N,AAAAVDVINCGREW-HRDYMLBCSA-N",-46.716193798251766
"CN1C(=O)O[C@H]2CN(C(=O)C(=O)N3CC[C@H](N)C3)C[C@H]21 |&1:5,19|",Z4001524359,2017706,26533513,,,273498,282.300,20,-1.793,5,1,0,0.750,96.180,0.529,,True,True,,,True,True,,,,,M,"AAAAVDVINCGREW-XHNCKOQMSA-N,AAAAVDVINCGREW-YIZRAAEISA-N",-46.259529318512
O=C(OCC1CN(C(=O)C2=CC=CC=C2)C1)C1=COC=N1,Z3167148447,10538353,2223528,,,276436,286.287,21,1.604,5,0,4,0.267,72.640,0.798,,,,,,True,True,,,AAAAVFJALDWIKN-UHFFFAOYSA-N,,,,-39.523436003987335
CC1=C(C(=O)N2CCC3CC2(CO)C3)SC(C(F)(F)F)=C1,Z5600929833,27206391,26608760,,,22,319.348,21,3.062,3,1,2,0.643,40.540,0.910,,,,,,True,,,AAAAVNXUWKIEDI-UHFFFAOYSA-N,,,,,-33.571630932841714
CNS(=O)(=O)C1CCN(C(=O)CC2=CN=CC(O)=C2)CC1,Z2501443512,22049054,3646993,,,527,313.379,21,-0.130,5,2,4,0.538,99.600,0.806,,,,,,True,True,,,AAAAVRJQCQZUFS-UHFFFAOYSA-N,,,,-37.688009389455594
CC(C)C[C@@H](O)CC(=O)N1CCC(C2=NOC=C2)CC1,Z5474435546,23025358,3479261,,,22,280.368,20,2.178,4,1,5,0.733,66.570,0.897,,,,,,True,True,,,AAAAWBBHMDWFCF-CYBMUJFWSA-N,,,,-36.58570669544604
COC(=O)CC1CN(CC2=COC(C(C)C)=N2)CCO1,Z2161554214,3064461,2799302,,,2230,282.340,20,1.562,6,0,5,0.714,64.800,0.764,,,,,,True,True,,,,,AAAAWKSGQZICJA-UHFFFAOYSA-N,,-34.36149435120331
"COC(=O)[C@@H]1CCCC[C@@H]1C(=O)NC1(C(O)CO)CC1 |&1:4,9|",Z5368178252,26611477,20240201,,,22,285.340,20,-0.032,5,3,5,0.857,95.860,0.616,,,,,,True,True,,,,True,M,"AAAAXEWMFDEMFI-JKIOLJMWSA-N,AAAAXEWMFDEMFI-MTULOOOASA-N",-33.16015737057969
CCC(C)(C#N)C(=O)OCC(=O)N(C)CC1=CN(C)N=C1,Z2080320917,3479017,2170497,,,1458,292.339,21,0.862,6,0,6,0.571,88.220,0.726,,,,,,True,True,,,,AAAAXFSSTDMNNF-UHFFFAOYSA-N,,,-36.699764081084396
CC1=NN(C(F)F)C(C)=C1NC(=O)C1=C(I)C=NN1C,Z2220700298,2782383,3124153,,,22,395.151,20,2.485,5,1,3,0.364,64.740,0.813,,True,,,,True,,,,,,AAAAXNNKYRANRO-UHFFFAOYSA-N,,-33.95928810288906
"C[C@@H]1CNC[C@H]1C(=O)NCC1=CN(C2CCNC2)N=N1 |&1:1,5|",Z2827306365,13882998,20230518,,,240690,278.360,20,-0.716,6,3,4,0.769,83.870,0.677,,,,,,True,True,,,,,M,"AAAAXPDCQOWERS-VAGKLZBCSA-N,AAAAXPDCQOWERS-WSXXKJPRSA-N",-34.75498931907385
C[C@@H]1CNC[C@H]1C(=O)NCC1=CN(C2CCNC2)N=N1,Z2827306172,13882998,11912035,,,240690,278.360,20,-0.716,6,3,4,0.769,83.870,0.677,,,,,,True,True,,AAAAXPDCQOWERS-WSXXKJPRSA-N,,,,,-34.754989358150524
CC1=CC(=O)N2N=CC=C2N1CCC(C)O,Z2613405944,1804954,3696420,,,34,221.260,16,0.575,5,1,3,0.455,59.530,0.824,,,,,,True,,,,,,MAAAAYITXGNKLKH-UHFFFAOYSA-N,,-33.65754944030379
CCOC1=CC=C(C(=O)N2CCC(C)(OC)C2)C=C1O,Z4292126280,17638355,3624185,,,22,279.336,20,2.042,4,1,4,0.533,59.000,0.916,,,,,,True,True,,,,AAAAYNGRCHIOLT-UHFFFAOYSA-N,,,-35.08510010391219
C=CC#CCOC(=O)C1=CC=C(OC)C(COCC)=C1,Z3875185124,3576505,38024,,,276436,274.316,20,2.578,4,0,6,0.312,44.760,0.591,,True,,,True,True,True,,,,,AAAAYVJXVQFIRY-UHFFFAOYSA-N,,-37.93054766495425
COCC1=CC=C(C(=O)NCCC2=CC=CC(Cl)=C2F)O1,Z3614403880,11645004,39954,,,22,311.740,21,3.191,3,1,6,0.267,51.470,0.891,,,,,,True,,,,,AAAAZTJSAZUZSD-UHFFFAOYSA-N,,,-33.08004286536334
CC(CSCCNC(=O)N1CC(C#N)C1)C(=O)O,Z3808431388,22829549,25923227,,,274078,271.342,18,0.605,4,2,6,0.727,93.430,0.690,,True,,,,True,True,,,,AAAAZUDAQXOKJB-UHFFFAOYSA-N,,,-35.05474745738246
CSC1=C(C(=O)OCC2=NN=C(C(C)C)S2)C=NN1C,Z2303736001,10525634,3625536,,,1458,312.420,20,2.474,8,0,5,0.500,69.900,0.624,,,,,,True,True,,,,AAAAZZSDPGKUFR-UHFFFAOYSA-N,,,-37.92858864549139
CC(=O)NCC(C)(C)C(=O)N1CCC(C(F)C(=O)O)CC1,Z4572868971,26337991,3740385,,,272610,302.346,21,0.810,3,2,5,0.786,86.710,0.787,,,,,,True,True,,,AAABAGMOSLDWGJ-UHFFFAOYSA-N,,,,-33.84229716918318
O=C(NC1=NN=CS1)N1CCC(N2CCCNC2=O)CC1,Z1486492815,3694798,2018596,,,487,310.383,21,0.950,5,2,2,0.667,90.460,0.851,,,,,,True,True,,,,,AAABANBHXJTEIB-UHFFFAOYSA-N,,-33.03367716741112
CC(C)C1=NN=C(N2CCN3C(=NNC3=O)C2)S1,Z3870074753,3454626,8619493,,,27,266.330,18,0.567,7,1,2,0.600,79.700,0.859,,,,,,True,,,,,,AAABAQIZSSSQLD-UHFFFAOYSA-N,,-43.45189929940962
CCOC(=O)C1(CC(=O)NC2=CC=NN2C)CCOCC1,Z2767371549,75803,24300551,,,22,295.339,21,1.109,6,1,5,0.643,82.450,0.823,,,,,,True,True,,,,AAABASDUZLFASE-UHFFFAOYSA-N,,,-33.65923823191543
CCCC1=NOC(COC(=O)C2=CC=CC(F)=C2)=N1,Z291878818,1698,45912,,,1458,264.256,19,2.518,5,0,5,0.308,65.220,0.776,,,,,,True,,,,,,AAABAULSVKIBAO-UHFFFAOYSA-N,,-36.077154514633264
CC1=NC=C(Br)C=C1C(=O)OCC1=NN=C(C(C)C)S1,Z3818553382,2751471,3625536,,,1458,356.245,20,3.484,6,0,4,0.385,64.970,0.785,,,,,,True,,,,,,AAABBCSCXXXWQY-UHFFFAOYSA-N,,-39.1418469933605
"O=C(O[C@@H]1C[C@@H]2[C@H]3CC[C@H](O3)[C@@H]21)[C@@H]1C[C@H]2C=C[C@@H]1C21CC1 |&1:3,5,6,9,11,&2:12,14,17|",Z4399316486,26621367,26618499,,,276436,286.371,21,2.698,3,0,2,0.833,35.530,0.578,,True,,,,,,True,,,True,M,"AAABBDTWSIQYJV-AKYJLQSSSA-N,AAABBDTWSIQYJV-FAWXGMMZSA-N,AAABBDTWSIQYJV-MMSSZMNWSA-N,AAABBDTWSIQYJV-ZZYRQQOISA-N",-36.30158574381329
CC1=CC(Cl)=C(C(=O)N2C[C@H](O)C[C@@H](F)C2)S1,Z4612526800,26718022,3016905,,,22,277.748,17,2.255,3,1,1,0.545,40.540,0.855,,,,,,True,True,True,,AAABBDZRRCMOGQ-HTQZYQBOSA-N,,,,-36.79999516443146
CC1=CC(Cl)=C(C(=O)N2C[C@@H](F)C[C@@H](O)C2)S1,Z5339098845,26763213,3016905,,,22,277.748,17,2.255,3,1,1,0.545,40.540,0.855,,,,,,True,True,True,,AAABBDZRRCMOGQ-JGVFFNPUSA-N,,,,-36.82807796183229
FCCCC1=NC(C2=CC=NC(Br)=C2)=NO1,Z4252551248,2244683,3478651,,,270196,286.104,16,2.796,4,0,4,0.300,51.810,0.811,,True,,,,True,True,,,,,SAAABBOPVLDABQR-UHFFFAOYSA-N,,-36.56250412424211
COCCC(C)(C)C1=NC(C2=CN=CC=N2)=NO1,Z1675248864,72908,5120761,,,265764,248.286,18,1.841,6,0,5,0.500,73.930,0.803,,,,,,True,,,,,,AAABBUUEOBIXEK-UHFFFAOYSA-N,,-39.66116015495251
CO[C@H]1CN(C(=O)C(C)NC(=O)C2CCC2)C[C@H]1OC,Z1848902827,17393678,2054412,,,527,284.356,20,0.163,4,1,5,0.857,67.870,0.781,,,,,,True,True,,,AAABBWSQLBAOKU-CLYYMRHHSA-N,,,,-35.89146629178396
"CO[C@@H]1CN(C(=O)C(C)NC(=O)C2CCC2)C[C@H]1OC |&1:2,17|",Z5361394032,22950824,2054412,,,22,284.356,20,0.163,4,1,5,0.857,67.870,0.781,,,,,,True,True,,"AAABBWSQLBAOKU-JZXPMDSESA-N,AAABBWSQLBAOKU-WEBCLNCGSA-N",,,,,-35.49965930985598
CC(C)(C(=O)N1CCC2(C1)N=N2)C(F)(F)F,Z3674102164,26035151,2244332,,,22,235.209,16,1.969,3,0,1,0.889,45.030,0.685,,,True,,True,True,,True,,,AAABBWVGBVVQGZ-UHFFFAOYSA-N,,,-33.661075175845085
CC1=NOC(CN(C)C(=O)C23CCC(C)(CC2)CO3)=N1,Z3554701158,17413254,26299639,,,22,279.340,20,1.686,5,0,3,0.786,68.460,0.842,,,,,,True,True,,,AAABCDQLNABLGG-UHFFFAOYSA-N,,,,-33.02182116395004
C1=CC(N2C=NC=N2)=CC(OCC2=CSC(C3CC3)=N2)=C1,Z1527293917,2808979,3726755,,,34,298.371,21,3.180,6,0,5,0.267,52.830,0.726,,,,,,True,,,,,AAABCFYSQAVLJD-UHFFFAOYSA-N,,,-39.347742270635294
"CO[C@H]1C[C@@H](CNC(=O)[C@@H]2CC[C@H](C3=NNC=C3)O2)C1 |&1:9,12|",Z5252284679,24272914,27328338,,,22,279.340,20,1.171,4,2,5,0.714,76.240,0.848,,,,,,True,True,,,,True,M,"AAABCJIHLDPGOP-DNIRFERGSA-N,AAABCJIHLDPGOP-JULQROHOSA-N",-33.776271052369154
"CO[C@H]1C[C@H](CNC(=O)[C@@H]2CC[C@H](C3=NNC=C3)O2)C1 |&1:9,12|",Z5252397821,24388158,27328338,,,22,279.340,20,1.171,4,2,5,0.714,76.240,0.848,,,,,,True,True,,,,True,M,"AAABCJIHLDPGOP-WFFHOREQSA-N,AAABCJIHLDPGOP-XRRVDJEJSA-N",-34.28033808596269
CCOC(=O)[C@@]12C[C@@H]1CN(C(=O)C1=CON=C1C(C)C)C2,Z4612349679,26718711,10935287,,,22,292.335,21,1.823,5,0,4,0.667,72.640,0.791,,,,,,True,True,,,,,M,AAABCMVMIQMDGC-MEBBXXQBSA-N,-41.16877197147321
CCOC(=O)C12CC1CN(C(=O)C1=CON=C1C(C)C)C2,Z2713754274,13155336,10935287,,,22,292.335,21,1.823,5,0,4,0.667,72.640,0.791,,,,,,True,True,,,AAABCMVMIQMDGC-UHFFFAOYSA-N,,,,-41.21158125064894
CC(C)C1=NOC=C1CNC(=O)CN1C=CC=CC1=O,Z3056148041,24762739,31206,,,22,275.308,20,1.276,5,1,5,0.357,77.130,0.891,,,,,,True,True,,,,AAABCNGFDFZIIX-UHFFFAOYSA-N,,,-36.97679131974871
O=C(N1CCC2=C(C1)ON=C2O)C12CCCC(CC1)N2,Z6369882506,2786999,26287294,,,240690,277.324,20,0.940,5,2,1,0.714,78.600,0.798,,,,,,True,True,,,,True,M,AAABCNUPUPNQLO-UHFFFAOYSA-N,-33.09224704889603
CS(=O)(=O)C1=CC(C2=NC(C3=NOCC3)=NO2)=CC=C1Cl,Z3368729847,22494496,15466,,,270196,327.749,21,1.918,7,0,3,0.250,94.650,0.854,,,,,,True,True,,,AAABCPVTKDCELJ-UHFFFAOYSA-N,,,,-40.57351361350776
O=C(CC1=CC=C(O)C=C1)NCC(=O)N1CCC(F)CC1,Z2917755530,199713,2078881,,,22,294.326,21,1.011,3,2,4,0.467,69.640,0.871,,,,,,True,True,,,,,AAABCTWKFBFFFZ-UHFFFAOYSA-N,,-33.336213873394925
CCC1=NOC(CN(C)C2=NC=C(F)C=N2)=N1,Z1481130242,2157476,2796087,,,27,237.238,17,1.198,6,0,4,0.400,67.940,0.795,,,,,,True,,,,,,AAABCWFIXNSNPS-UHFFFAOYSA-N,,-36.51958686471976
"CO[C@@H]1CN(C(=O)CC2=C(C)C=C(C)S2)[C@H]2COC[C@@H]12 |&1:2,15,19|",Z3633645813,26302490,3771009,,,22,295.404,20,1.780,4,0,3,0.667,38.770,0.853,,,,,,True,True,,,,,M,"AAABCWGHPKGCHN-FRRDWIJNSA-N,AAABCWGHPKGCHN-XQQFMLRXSA-N",-41.31837131254699
"CC1=CN=CC(CN2C(=O)[C@@H]3[C@@H]4CC[C@@H](C4)CN3C2=O)=N1 |&1:10,11,14|",Z5058048531,3683155,26769208,,,272212,286.335,21,1.348,4,0,2,0.600,66.400,0.770,,True,,,,True,True,,,,,M,"AAABEIALBAARBD-LOWVWBTDSA-N,AAABEIALBAARBD-NTZNESFSSA-N",-40.434902155375504
"C[C@]1(C(F)F)C[C@H]1C(=O)OCC1=CC=C(Cl)N=C1F |&1:1,6|",Z5215882524,26609616,3646995,,,1458,293.672,19,3.209,3,0,4,0.500,39.190,0.632,,True,,,,True,,,"AAABERUEWFZTDX-JMCQJSRRSA-N,AAABERUEWFZTDX-MADCSZMMSA-N",,,,,-38.028610149136405
CC1(C(F)F)CC1C(=O)OCC1=CC=C(Cl)N=C1F,Z5215850674,26382352,3646995,,,1458,293.672,19,3.209,3,0,4,0.500,39.190,0.632,,True,,,,True,,,,,AAABERUEWFZTDX-UHFFFAOYSA-N,,,-33.96682524647413
CC1=NC=CC(NC(=O)C2=C3COCC3=NN2)=C1Cl,Z5000775342,3035003,3597243,,,527,278.699,19,2.049,4,2,2,0.250,79.900,0.881,,,,,,True,True,,,,,AAABEVUXSSLMHO-UHFFFAOYSA-N,,-38.937222691841306
"COC1=C(NC(=O)[C@@]23C[C@@H](O)[C@@H]2C3)C=CC=C1C(F)(F)F |&1:7,9,11|",Z5533497683,2244473,26299956,,,22,301.264,21,2.423,3,2,3,0.500,58.560,0.901,,,,,,True,True,,,,,M,"AAABEYWHACDVAT-DFAYQTQMSA-N,AAABEYWHACDVAT-PLMOITTCSA-N",-40.20756667414119
"COC1=C(NC(=O)[C@@]23C[C@H](O)[C@@H]2C3)C=CC=C1C(F)(F)F |&1:7,9,11|",Z5533498504,2244473,26394646,,,22,301.264,21,2.423,3,2,3,0.500,58.560,0.901,,,,,,True,True,,,,,M,"AAABEYWHACDVAT-FWDPORAESA-N,AAABEYWHACDVAT-ZDSQKVDBSA-N",-40.216548755943805
"CCCN1N=CC=C1C(=O)N1CC[C@H]2C(=O)NC[C@H]2C1 |&1:13,18|",Z3007238002,22954821,3001515,,,527,276.340,20,0.501,4,1,3,0.643,67.230,0.874,,,,,,True,True,,"AAABFFOAJWBZJD-MNOVXSKESA-N,AAABFFOAJWBZJD-WDEREUQCSA-N",,,,,-41.33390481501187
CC(=O)C1=NC(C2=CC=C3OCCOC3=C2)=CS1,Z1675170890,3276209,5763,,,43,261.302,18,2.784,5,0,2,0.231,48.420,0.780,,,True,,,True,,,,,,AAABFKICMGXYLK-UHFFFAOYSA-N,,-40.59327438471934
O=C(CN1N=C2C=CC=CN2C1=O)NOCC(F)(F)F,Z1443205553,14982,10997761,,,7,290.201,20,0.106,6,1,4,0.300,77.630,0.811,,True,,,,True,True,,,,AAABFMRPCKPYTN-UHFFFAOYSA-N,,,-34.19840001368205
CCN1N=C(Br)C(C(=O)N2CCCC3(C2)N=N3)=N1,Z3640463016,26275139,26376872,,,22,313.159,18,1.459,6,0,2,0.700,75.740,0.829,,,True,,True,True,True,,,AAABFQMOIAMSSP-UHFFFAOYSA-N,,,,-36.16775567087606
"CN(CCC1=NOC=N1)C(=O)[C@]12C[C@H]1CCCN2 |&1:11,13|",Z4066021443,11922818,24628528,,,240690,250.302,18,0.213,5,1,4,0.750,71.260,0.827,,,,,,True,,"AAABFWGYWKBAHZ-JOYOIKCWSA-N,AAABFWGYWKBAHZ-SKDRFNHKSA-N",,,,,,-35.96070442279931
CCC1=NOC(NC(=O)NCCOC2=CC=C(C)C=C2)=N1,Z2234905234,3570713,221374,,,2430,290.323,21,2.141,5,2,6,0.357,89.280,0.796,,True,,,,True,True,,,,,AAABFYLLWZRGEN-UHFFFAOYSA-N,,-35.17057959239934
CC1=CC(S(=O)(=O)N2CC3=CON=C3C2)=CC=C1F,Z3621119764,26045400,70725,,,40,282.296,19,1.827,4,0,2,0.250,63.410,0.843,,,,,,True,True,,,,AAABGZAZTPKKGT-UHFFFAOYSA-N,,,-37.98361768830004
"CC1=CC=CC=C1NC(=O)C1=CN([C@@H]2CNC[C@H]2C)N=N1 |&1:13,17|",Z3511333890,190,26286133,,,240690,285.351,21,1.619,5,2,3,0.400,71.840,0.899,,,,,,True,True,,,,,M,"AAABHGBTVWHZQY-BXUZGUMPSA-N,AAABHGBTVWHZQY-FZMZJTMJSA-N",-34.980566467155796
CC(C)C1=CC=NC(NC(=O)C(C)(C)C2=CC=NO2)=N1,Z4335734056,3570710,26577515,,,11,274.324,20,2.504,5,1,4,0.429,80.910,0.926,,,,,,True,True,,,AAABHIVPUMUDKP-UHFFFAOYSA-N,,,,-34.14947994243319
"CO[C@@H]1CN(C(=O)C2=C(C#N)N=CN2)[C@H]2COC[C@@H]12 |&1:2,14,18|",Z5626838106,26302490,27002651,,,22,262.269,19,-0.233,5,1,2,0.583,91.240,0.794,,,,,,True,,,,,,M,"AAABHLGOEPWZAY-FKTZTGRPSA-N,AAABHLGOEPWZAY-SFGNSQDASA-N",-44.41862946855009
CC(C)N1C=NC(C(=O)NC2CCN(CC#N)CC2)=N1,Z5437407850,2728464,14629085,,,22,276.344,20,0.577,6,1,4,0.692,86.840,0.813,,True,,,True,True,True,,,,AAABHNMGIAUXCU-UHFFFAOYSA-N,,,-33.297553842935976
CN1N=NC(CNC(=O)CCSC2=NN=NN2C)=N1,Z1904085849,3277925,2014354,,,11,283.321,19,-1.468,10,1,6,0.625,116.300,0.639,,,,,,,,,,,,AAABHRBVBIZBCM-UHFFFAOYSA-N,,-37.212813555066504
"COC(OC)[C@@H]1C[C@H]1NC(=O)[C@@H]1OC[C@@H]2CCC[C@H]1C2 |&1:5,7,&2:11,14,18|",Z6058084380,26124512,27280503,,,22,283.368,20,1.315,4,1,5,0.933,56.790,0.773,,True,True,,True,True,True,,,,True,M,"AAABILAOCFWGDK-CLPYTZEMSA-N,AAABILAOCFWGDK-NZEXEKPDSA-N,AAABILAOCFWGDK-PPCPHDFISA-N,AAABILAOCFWGDK-QNWJLWSRSA-N",-34.436354636559265
CC1=CC=C(S(=O)(=O)NC(=O)[C@]23CNC[C@H]2C3)C=C1Cl,Z4610397508,69276,4328218,,,273692,314.794,20,1.063,4,2,3,0.462,75.270,0.875,,,,,,True,True,,,AAABIPITPXGSKW-NOZJJQNGSA-N,,,,-34.194007799990864
"CC1=CC=C(S(=O)(=O)NC(=O)[C@@]23CNC[C@@H]2C3)C=C1Cl |&1:11,15|",Z3777160581,69276,25978127,,,273692,314.794,20,1.063,4,2,3,0.462,75.270,0.875,,,,,,True,True,,,,,S,"AAABIPITPXGSKW-NOZJJQNGSA-N,AAABIPITPXGSKW-ZANVPECISA-N",-34.7850144456
CC1=CC=C(S(=O)(=O)NC(=O)[C@@]23CNC[C@@H]2C3)C=C1Cl,Z4446357531,69276,25217191,,,273692,314.794,20,1.063,4,2,3,0.462,75.270,0.875,,,,,,True,True,,AAABIPITPXGSKW-ZANVPECISA-N,,,,,-34.78501446398902
CN(CCCCC(=O)O)C(=O)[C@H]1C[C@@](C)(O)C1,Z4193998824,3823048,12408120,,,188690,243.303,17,0.861,3,2,6,0.833,77.840,0.678,,True,,,,True,,,,,True,M,AAABIVCMMCQKHW-WVSHTKLVSA-N,-35.5685520214519
CC1=NOC(C2CCN(C(=O)NCCCC3(O)CC3)C2)=N1,Z6169735788,27224803,2241006,,,512,294.355,21,1.182,5,2,5,0.786,91.490,0.796,,True,,,,True,True,,,,AAABJLXZULJNGJ-UHFFFAOYSA-N,,,-41.14452788275025
CC(C)(C(=O)OCCN1C=NC=N1)C1=C(F)C=CC=C1F,Z4460498659,8830570,21119380,,,1458,295.289,21,2.077,5,0,5,0.357,57.010,0.792,,,,,,True,True,,,,AAABJYJXFBFDSG-UHFFFAOYSA-N,,,-35.946602542600246
"CC1=C2CN(C(=O)[C@@H]3[C@H]4CCN[C@H]43)CCN2N=C1 |&1:7,8,12|",Z3889034595,22978048,23025994,,,240690,246.314,18,0.142,4,1,1,0.692,50.160,0.767,,,,,,True,,,,,,M,"AAABJYZUOLKYGO-DLOVCJGASA-N,AAABJYZUOLKYGO-YUSALJHKSA-N",-37.83888733772976
"C[C@H](CO)N(C(=O)[C@@H]1C[C@H]1C1CC(=O)C1)C1CCCC1 |&1:7,9|",Z5424065335,15467016,26776950,,,527,279.380,20,1.754,3,1,5,0.875,57.610,0.834,,,,,,True,True,,,,True,M,"AAABJZLVZNYRRF-KMUNFCNLSA-N,AAABJZLVZNYRRF-WKPIXPDZSA-N",-33.90442910050841
"C[C@@H](CO)N(C(=O)[C@@H]1C[C@H]1C1CC(=O)C1)C1CCCC1 |&1:7,9|",Z5424175530,15656283,26776950,,,527,279.380,20,1.754,3,1,5,0.875,57.610,0.834,,,,,,True,True,,,,True,M,"AAABJZLVZNYRRF-NZVBXONLSA-N,AAABJZLVZNYRRF-VQISRLSMSA-N",-33.8746412963997
"COC(=O)[C@@]1(O)CCCC[C@H]1NC(=O)CCN1C=CC=N1 |&1:4,10|",Z4259420266,24764670,42842,,,22,295.339,21,0.236,6,2,5,0.643,93.450,0.759,,,,,,True,True,,"AAABKFKCPXDEOM-BXUZGUMPSA-N,AAABKFKCPXDEOM-FZMZJTMJSA-N",,,,,-34.03151094943012
CC(C)C[C@H]1COCCN1C(=O)C1=NC=CC=C1N=[N+]=[N-],Z5100291315,3067966,26561662,,,22,289.339,21,2.911,4,0,4,0.571,91.190,0.484,True,True,True,True,True,True,True,,,AAABKJIUBLRROY-NSHDSACASA-N,,,,-35.60089206170792
